,id_fila,x_fila,y_fila,z_fila,ra_fila,dec_fila,redshift_fila
0,0.0,0.582544,-286.8,551.134,270.1163781962309,62.50831168645301,0.14854334566596733
1,0.0,3.12452,-280.124,553.98,270.63905408083997,63.17479188074633,0.14841766653393884
2,0.0,3.48762,-277.089,556.266,270.7211233761415,63.51922836093271,0.14858701154026907
3,0.0,3.04457,-277.189,556.533,270.62929624532785,63.522382346187825,0.14865668334786034
4,0.0,2.78987,-278.39,554.996,270.5741672674171,63.36017370204392,0.1484488403730388
5,1.0,0.582544,-286.8,551.134,270.1163781962309,62.50831168645301,0.14854334566596733
6,1.0,-3.16082,-293.031,549.948,269.3819950023438,61.9484078075185,0.1490045393554
7,1.0,-4.78877,-296.957,549.747,269.0761203484042,61.620284871998365,0.14942312345922326
8,1.0,-5.33785,-299.415,550.138,268.9786621170359,61.438742589699515,0.14979977470372147
9,2.0,-6.53211,-426.343,807.459,269.1222254064198,62.162911734859826,0.2221803645446191
10,2.0,-4.76716,-423.179,809.096,269.35458376917643,62.387728123273526,0.22217170208755677
11,2.0,-3.07868,-420.763,809.748,269.5807801002474,62.54198457252032,0.2220313232736655
12,2.0,-0.843781,-418.383,808.836,269.88444792310383,62.64898401863758,0.22154032467630871
13,2.0,2.02826,-415.782,807.043,270.2794969863041,62.74256643126938,0.2208247126517816
14,2.0,4.75534,-413.378,805.24,270.65907932829793,62.82430979733076,0.22013296124619447
15,3.0,-6.53211,-426.343,807.459,269.1222254064198,62.162911734859826,0.2221803645446191
16,3.0,-8.69035,-431.009,808.368,268.84491293843826,61.929333993300034,0.22295392597969907
17,3.0,-10.1746,-433.878,809.206,268.6566389336517,61.7942351680707,0.22349598279203062
18,4.0,14.7778,-501.623,957.882,271.687444054324,62.34966366920309,0.2659415305249749
19,4.0,11.843,-499.021,959.417,271.35951506213746,62.51312799106906,0.2659733123780544
20,4.0,10.8203,-495.649,959.401,271.25060086079554,62.67249923238058,0.26555849040279306
21,4.0,10.5638,-492.234,958.699,271.2294320572408,62.81688138012446,0.2649824214540232
22,4.0,9.60566,-489.948,958.088,271.1231667002394,62.91119732641575,0.26456296765733156
23,4.0,8.06723,-488.529,957.485,270.946056885543,62.96520619354563,0.2642487701903024
24,5.0,14.7778,-501.623,957.882,271.687444054324,62.34966366920309,0.2659415305249749
25,5.0,17.9158,-504.121,957.017,272.0353603557929,62.206492022970586,0.266058127497358
26,5.0,19.3945,-505.622,958.123,272.19665776119473,62.1610415914716,0.26650646600391475
27,5.0,19.8437,-506.348,959.818,272.24426428301933,62.16815024196777,0.26699232741779566
28,5.0,19.9809,-506.718,960.684,272.2581168220703,62.17197963352563,0.26724006751684964
29,6.0,-22.6244,-475.904,923.503,267.27821701968446,62.710483288741386,0.2548654274635877
30,6.0,-23.274,-477.687,924.187,267.21062476024446,62.639077115162046,0.25524201498018817
31,6.0,-25.2451,-481.994,924.405,267.0017942285558,62.429827136850605,0.2558237757140257
32,6.0,-27.0009,-486.308,924.382,266.8220739656619,62.21524788699106,0.25635368105303874
33,6.0,-27.1924,-488.118,924.457,266.8114246724858,62.129049523208785,0.25659320889370724
34,7.0,-22.6244,-475.904,923.503,267.27821701968446,62.710483288741386,0.2548654274635877
35,7.0,-25.2886,-481.603,923.738,266.99420357395036,62.4317732308344,0.25562202754150976
36,7.0,-27.0154,-486.178,924.16,266.8195223978767,62.215831361097244,0.2562865264206914
37,7.0,-27.1924,-488.118,924.457,266.8114246724858,62.129049523208785,0.25659320889370724
38,8.0,-9.89307,-453.874,869.349,268.7513243444232,62.42603467272266,0.23964734133986715
39,8.0,-6.34172,-447.755,870.869,269.18855289747376,62.787820905528704,0.239259524687886
40,8.0,-3.05451,-446.074,870.989,269.6076709330474,62.88035684913849,0.2390840339631821
41,8.0,0.737289,-449.447,869.5,270.09398997009345,62.66539868156337,0.23913972742716172
42,8.0,5.41664,-453.292,867.957,270.6846267760011,62.42243152015616,0.23924823304460646
43,8.0,9.95637,-453.324,867.918,271.2581868199203,62.415724007151425,0.23925235264117187
44,8.0,12.7844,-449.816,868.791,271.627987953516,62.617720453623065,0.239041947796877
45,8.0,14.0049,-445.358,869.418,271.80115170495986,62.864786142297675,0.23866148710176102
46,8.0,14.8539,-441.715,869.747,271.92600476254484,63.06245582726475,0.23831152287843207
47,9.0,-9.89307,-453.874,869.349,268.7513243444232,62.42603467272266,0.23964734133986715
48,9.0,-13.4118,-459.647,867.7,268.32867054920564,62.078388525482296,0.23997674309057532
49,9.0,-15.5878,-462.588,866.714,268.07003782466927,61.89648264167169,0.24011747778748482
50,9.0,-16.6299,-463.288,866.159,267.9442287106033,61.84338095057477,0.24008048493266565
51,10.0,-0.934396,-495.371,931.623,269.89192568055057,61.99908206262807,0.25904927691061014
52,10.0,1.46754,-495.609,933.925,270.1696571339873,62.04620032329986,0.25961175055103247
53,10.0,2.86628,-495.777,935.576,270.3312455342223,62.079756900765,0.2600156818020842
54,11.0,-0.934396,-495.371,931.623,269.89192568055057,61.99908206262807,0.25904927691061014
55,11.0,-4.76364,-496.448,931.185,269.45023831110797,61.93523314420401,0.2590833249905086
56,11.0,-7.01399,-497.414,931.719,269.19213091664545,61.901347784353064,0.2593293518933621
57,11.0,-7.60411,-497.899,932.614,269.1250242702166,61.90059457231659,0.2595973359207567
58,12.0,-14.3487,-380.001,705.684,267.8375594751494,61.68111289080139,0.1937185578529649
59,12.0,-12.5105,-381.812,705.103,268.12331070850877,61.551661514621344,0.19379924397595305
60,12.0,-10.2901,-382.928,703.425,268.4607094597365,61.428483765480635,0.19355253139689793
61,12.0,-8.43252,-383.607,701.63,268.74071639058127,61.32711971725135,0.19323021363958248
62,12.0,-7.30744,-383.988,700.989,268.9097707768779,61.28256720130895,0.1931313024984736
63,12.0,-6.0772,-383.508,701.165,269.0921473066769,61.32015239514446,0.19310941979773932
64,12.0,-3.97424,-382.333,701.266,269.40444853556147,61.39930596164213,0.19298587631000397
65,12.0,-1.39947,-380.694,701.579,269.789375815315,61.51449265092248,0.19285496766843135
66,12.0,0.783721,-379.268,701.473,270.118396072704,61.60102555325225,0.19265913796156428
67,12.0,2.42082,-378.52,699.442,270.3664294566247,61.57839869604002,0.19211750149350953
68,12.0,3.59453,-377.719,696.778,270.54523384192873,61.53706859735718,0.19142908357105431
69,12.0,4.88883,-376.421,695.613,270.74409657747077,61.57857686276903,0.19101515653837814
70,12.0,7.19429,-375.225,696.779,271.0984128302526,61.69253401627771,0.19113548422777532
71,12.0,9.50439,-374.722,698.94,271.4529296447066,61.79527751572007,0.19156314540938185
72,12.0,10.5769,-374.631,700.078,271.61719342833896,61.83804220451521,0.19180961500971336
73,13.0,-14.3487,-380.001,705.684,267.8375594751494,61.68111289080139,0.1937185578529649
74,13.0,-16.2015,-378.121,705.493,267.5465257893483,61.788274420668756,0.19345949088527079
75,13.0,-17.6413,-376.734,705.436,267.3189725074856,61.869730440602424,0.19328874477835434
76,14.0,18.119,-502.742,953.746,272.0640668484329,62.189885888734686,0.2651287482773185
77,14.0,17.8477,-504.257,947.744,272.02708378577705,61.96945264797417,0.26391957803740934
78,14.0,17.5128,-505.156,943.257,271.98554075448516,61.8146504025441,0.2629893512706093
79,14.0,16.4464,-504.119,940.744,271.86855725081466,61.80167007917601,0.26227454118339805
80,14.0,14.7169,-502.355,938.782,271.6780467059796,61.83793452016848,0.26159520399466485
81,14.0,13.3421,-501.691,937.068,271.5233796838407,61.82769732414095,0.26111159329414285
82,14.0,12.705,-501.942,936.206,271.4499433770679,61.79460452633759,0.2609412646972823
83,15.0,18.119,-502.742,953.746,272.0640668484329,62.189885888734686,0.2651287482773185
84,15.0,18.7511,-504.401,955.983,272.1289894095924,62.1663963864443,0.2658555713396755
85,15.0,19.3945,-505.622,958.123,272.19665776119473,62.1610415914716,0.26650646600391475
86,15.0,19.8437,-506.348,959.818,272.24426428301933,62.16815024196777,0.26699232741779566
87,15.0,19.9809,-506.718,960.684,272.2581168220703,62.17197963352563,0.26724006751684964
88,16.0,-14.0126,-532.621,1012.21,268.4929665131956,62.23865851524816,0.28245796023995234
89,16.0,-13.1615,-528.949,1007.25,268.5746398404031,62.28686265667376,0.280837107370486
90,16.0,-13.074,-528.348,1003.49,268.5825020917575,62.2254952950468,0.27988031285329107
91,16.0,-14.037,-529.5,1001.25,268.4814494212239,62.12005184310103,0.27950078348071095
92,16.0,-15.0504,-530.422,999.819,268.37470336660243,62.04369765765185,0.2792834921146501
