,id_fila,x_fila,y_fila,z_fila,ra_fila,dec_fila,redshift_fila
0,0.0,-1036.61,7.4783,-0.788564,179.58666461359024,-0.04358457345141462,0.2542055544904317
1,0.0,-1038.13,9.89921,-2.739,179.4536659536704,-0.1511618406864595,0.25460921095594546
2,0.0,-1039.06,12.071,-4.11563,179.33441163797133,-0.22692730484847012,0.25485964320390797
3,0.0,-1039.84,13.9202,-4.89424,179.23303482124274,-0.2696492753030878,0.25507059843543184
4,0.0,-1040.65,15.7905,-5.60183,179.13067834449728,-0.3083853117931951,0.2552904095644468
5,0.0,-1040.59,17.5722,-5.83448,179.03255152245814,-0.3212023223738436,0.2552825187237888
6,0.0,-1040.14,18.7652,-5.11859,178.96643707916937,-0.2819077454284343,0.2551692695969667
7,0.0,-1040.44,19.2839,-4.09007,178.93818039411968,-0.2251953995897531,0.255249034562059
8,1.0,-1036.61,7.4783,-0.788564,179.58666461359024,-0.04358457345141462,0.2542055544904317
9,1.0,-1034.42,6.77988,0.921391,179.6244727023811,0.0510340748686165,0.2536317692365401
10,1.0,-1032.65,6.14532,2.23623,179.6590357397589,0.12407308578105805,0.25316863253583244
11,2.0,-1069.81,-12.081,-0.52318,180.64699422410203,-0.028018145639656485,0.262917736996956
12,2.0,-1071.02,-11.4074,-3.38697,180.61023245278358,-0.1811800275892506,0.2632350389631427
13,2.0,-1071.47,-11.2125,-4.96524,180.59955526427643,-0.2654947732847503,0.2633543448844511
14,3.0,-1069.81,-12.081,-0.52318,180.64699422410203,-0.028018145639656485,0.262917736996956
15,3.0,-1068.64,-12.8256,1.43755,180.68761928177585,0.07706951518964138,0.26261292257777
16,3.0,-1068.22,-13.0916,2.11277,180.70215487099,0.11331332155574858,0.26250376241328677
17,4.0,-1050.46,29.866,-9.49899,178.3714421326201,-0.5178849105956617,0.25794594132425064
18,4.0,-1050.97,31.9035,-10.3617,178.26124938858868,-0.5646109022557513,0.25809732437148436
19,4.0,-1051.12,30.4695,-8.85538,178.33959489080073,-0.48248618251065595,0.258121861610255
20,4.0,-1049.68,27.3734,-5.67107,178.50618768771662,-0.30944172511138907,0.25771663900736164
21,4.0,-1046.7,25.5612,-3.38368,178.6010720891864,-0.1851649228368533,0.2569218095170886
22,4.0,-1043.5,25.0529,-2.92508,178.6246768257733,-0.16056159025294936,0.2560806983455266
23,4.0,-1041.38,24.3271,-3.20445,178.6617884956216,-0.1762572793161268,0.2555217545630292
24,4.0,-1040.62,22.4286,-3.49013,178.76528878037587,-0.1921186785074741,0.25531203406626346
25,4.0,-1040.38,20.327,-3.83003,178.88069441181662,-0.21088610963028587,0.25523827386274583
26,4.0,-1040.44,19.2839,-4.09007,178.93818039411968,-0.2251953995897531,0.255249034562059
27,5.0,-1050.46,29.866,-9.49899,178.3714421326201,-0.5178849105956617,0.25794594132425064
28,5.0,-1049.34,23.6219,-7.23253,178.710421194276,-0.3948023800105856,0.25760624171493823
29,5.0,-1047.83,19.3896,-6.32658,178.93988960953274,-0.3458766072671459,0.25718655707278554
30,5.0,-1045.95,17.6202,-6.38702,179.034879670605,-0.34981866005749096,0.2566862448546144
31,5.0,-1043.69,16.8378,-6.29622,179.07573015791104,-0.3455964141377234,0.256091169556312
