,id_fila,x_fila,y_fila,z_fila,ra_fila,dec_fila,redshift_fila
0,0.0,-865.024,-495.503,86.9303,209.80494176163123,4.983670947667985,0.24482465342514798
1,0.0,-863.448,-498.278,85.0107,209.98835621205467,4.874075180425632,0.24478611876209824
2,0.0,-863.194,-499.629,83.6466,210.06287067213592,4.794049362303006,0.24487446286608047
3,0.0,-863.729,-500.631,82.3252,210.09725973643367,4.714119155999223,0.2450962536854222
4,0.0,-863.651,-502.343,80.2147,210.1844429394807,4.590164582935616,0.24525718876561278
5,0.0,-862.743,-503.779,78.3009,210.28181275039051,4.4813762031708215,0.24520186040987105
6,0.0,-861.786,-504.167,77.6452,210.32873325227408,4.446794467261965,0.245025015038641
7,1.0,-865.024,-495.503,86.9303,209.80494176163123,4.983670947667985,0.24482465342514798
8,1.0,-869.098,-493.583,86.0494,209.59335178802093,4.920710379727396,0.2454757442817118
9,1.0,-871.312,-492.432,85.7539,209.4734621150448,4.897268577321067,0.24582161593866034
10,1.0,-871.47,-491.077,86.5882,209.40144172248304,4.947277764331939,0.24570321891384575
11,1.0,-870.911,-489.532,87.6735,209.33998720578467,5.015183354068081,0.2454049261225866
12,1.0,-870.557,-488.501,88.2023,209.29835804330918,5.049366942910536,0.2452060893957486
13,2.0,-1017.25,-597.109,80.9544,210.41223236551778,3.926146212444003,0.29269241879437496
14,2.0,-1013.58,-603.644,86.6611,210.77618161457056,4.2013599323133,0.29284481122391237
15,2.0,-1010.63,-606.309,90.8037,210.96088010273266,4.4057562428388515,0.2926177544457245
16,2.0,-1008.5,-605.721,93.1993,210.98969124391547,4.529662051538338,0.2921011476444543
17,3.0,-1017.25,-597.109,80.9544,210.41223236551778,3.926146212444003,0.29269241879437496
18,3.0,-1019.87,-593.146,78.6257,210.181846425784,3.8126992478496313,0.2927204864843284
19,3.0,-1021.14,-591.441,78.094,210.07928451658873,3.786215367488765,0.29277568269099563
20,4.0,-915.296,-515.731,71.4874,209.39943979733326,3.892680682624158,0.2584948574610416
21,4.0,-915.444,-512.689,69.4025,209.25074929855933,3.7843739211924707,0.25810246897463657
22,4.0,-917.647,-511.59,67.9787,209.139752320051,3.702075383259984,0.258440815800241
23,4.0,-920.113,-512.881,68.1412,209.13577122817244,3.7011253598712153,0.25917141686750106
24,4.0,-921.696,-514.684,68.9675,209.1794152289288,3.7378796924070956,0.2597770598810437
25,4.0,-922.814,-515.702,69.3214,209.19804544994878,3.751787226258011,0.2601685148766995
26,4.0,-923.543,-516.17,69.3462,209.20091063739497,3.7500670225034325,0.26039528639018533
27,5.0,-915.296,-515.731,71.4874,209.39943979733326,3.892680682624158,0.2584948574610416
28,5.0,-918.982,-515.339,70.2291,209.28247012097617,3.8134346265121817,0.25926283402887657
29,5.0,-921.464,-515.266,69.4722,209.2131309793335,3.764865493237208,0.2598070154031164
30,5.0,-922.814,-515.702,69.3214,209.19804544994878,3.751787226258011,0.2601685148766995
31,5.0,-923.543,-516.17,69.3462,209.20091063739497,3.7500670225034325,0.26039528639018533
32,6.0,-1012.11,-559.156,110.824,208.91914209473538,5.474728785350548,0.28716779624982747
33,6.0,-1009.64,-561.556,117.213,209.08256185767067,5.793221259650455,0.2870707475889548
34,6.0,-1009.28,-563.971,119.981,209.19582433880643,5.924678898495633,0.2873740219383142
35,6.0,-1007.81,-567.557,119.026,209.38641630797346,5.87546853223701,0.28747296109299497
36,6.0,-1002.89,-572.476,115.749,209.71886163502023,5.723905101089252,0.28689401990221125
37,6.0,-998.125,-576.801,112.879,210.0229530063593,5.592406779750391,0.2862950924043968
38,6.0,-997.039,-581.051,112.415,210.23263156651362,5.56383743455036,0.2865991990922085
39,6.0,-998.439,-587.336,113.57,210.46635243834345,5.599503077152376,0.2877902173047361
40,6.0,-999.339,-594.077,113.158,210.73021095106708,5.559260045920298,0.2888942660585977
41,6.0,-998.356,-599.926,109.037,211.00224303352522,5.348137805289942,0.2893619557763972
42,6.0,-996.504,-604.32,104.254,211.2343030289871,5.111818020026797,0.2894276347498666
43,6.0,-994.138,-606.087,101.639,211.36902602693056,4.988952960202055,0.28907342732913305
44,6.0,-990.351,-606.258,99.2834,211.47350027749857,4.887018272571189,0.2881855653078108
45,6.0,-986.417,-605.707,95.5605,211.55190591648912,4.719339549355509,0.2871365495799391
46,6.0,-983.415,-604.099,91.8525,211.5618632061538,4.550304576039944,0.28615532357219814
47,6.0,-980.048,-601.667,90.5182,211.54642340615337,4.500561056250277,0.28502944541618985
48,6.0,-976.728,-599.237,91.7149,211.52972825626458,4.576060001810946,0.2839682997782796
49,6.0,-974.984,-597.778,93.1509,211.51311552307004,4.656497770399946,0.28340341748474546
50,6.0,-974.402,-597.438,93.6894,211.51383490758798,4.68604623308171,0.28323669361604875
51,7.0,-1012.11,-559.156,110.824,208.91914209473538,5.474728785350548,0.28716779624982747
52,7.0,-1014.19,-555.28,103.389,208.7011819844163,5.1096509504964684,0.2869732904897882
53,7.0,-1011.18,-550.625,102.102,208.56993050014535,5.067621326583483,0.28565188661663354
54,7.0,-1003.76,-545.582,102.662,208.52577396888913,5.134875662727006,0.283302013878553
55,7.0,-997.98,-541.985,101.435,208.50558971370307,5.104029719620304,0.28147619332034696
56,7.0,-996.664,-540.121,100.501,208.45454276781655,5.066355731707152,0.28091372809849136
57,8.0,-896.142,-530.568,96.2903,210.62799150198646,5.282539976148343,0.2566214180679478
58,8.0,-896.681,-528.216,87.6482,210.50144805022887,4.814130914990148,0.25623146161367405
59,8.0,-895.207,-526.053,84.7056,210.43989211852892,4.663790903959619,0.2555503874059212
60,8.0,-892.823,-524.007,85.4174,210.4091108119723,4.716788737968868,0.254759447475228
61,8.0,-891.185,-522.601,85.1447,210.38784364045583,4.711422022519199,0.25419991650720714
