,id_fila,x_fila,y_fila,z_fila,ra_fila,dec_fila,redshift_fila
0,0.0,-950.045,-272.19,516.768,195.98712523504523,27.60519818290969,0.27486756606038015
1,0.0,-950.884,-272.838,512.538,196.00982103127146,27.388955287411683,0.27458227726865425
2,0.0,-951.111,-272.587,509.17,195.99222395499257,27.231443042610884,0.27420884449236566
3,0.0,-951.836,-272.245,506.968,195.96163701649778,27.11637340595469,0.27408481740236657
4,0.0,-953.247,-272.216,505.839,195.937599974639,27.03299229434088,0.27426639005767156
5,1.0,-950.045,-272.19,516.768,195.98712523504523,27.60519818290969,0.27486756606038015
6,1.0,-950.342,-268.673,519.237,195.78622941361576,27.733661421850957,0.2750121550226654
7,1.0,-951.487,-266.151,520.171,195.62742787027295,27.766065188357285,0.2752253070808801
8,2.0,-935.7,-248.773,524.84,194.88870435015872,28.46100649183513,0.2711924446164065
9,2.0,-930.513,-246.101,526.883,194.8143225997179,28.696596524221807,0.2701301969441499
10,2.0,-925.582,-241.629,528.795,194.63089022218986,28.933158654768853,0.2690090170470126
11,2.0,-922.233,-235.141,530.712,194.30389427220285,29.145091787722766,0.26813376729547045
12,2.0,-921.972,-229.005,531.581,193.94917848627497,29.229914424116807,0.2678428018640193
13,2.0,-922.85,-227.122,530.516,193.82624635659178,29.1706988749035,0.26779800770851786
14,2.0,-922.089,-230.274,528.349,194.02172443759224,29.07048954731219,0.26752484057794507
15,2.0,-920.406,-234.092,526.351,194.26980232840597,28.99626043896077,0.2671086128344584
16,2.0,-919.143,-235.579,525.08,194.37562187405973,28.959446267932066,0.2667493965251295
17,3.0,-935.7,-248.773,524.84,194.88870435015872,28.46100649183513,0.2711924446164065
18,3.0,-940.824,-251.807,523.257,194.9837464611381,28.2473005436348,0.27232560797769145
19,3.0,-944.348,-254.078,522.383,195.05889664772369,28.109871662670347,0.27314590445461984
20,3.0,-946.072,-256.166,521.17,195.1505791655706,28.000940395008833,0.273510053137154
21,3.0,-947.918,-259.139,519.364,195.2897635635352,27.856745292380896,0.2738845683866432
22,3.0,-949.921,-262.161,518.726,195.42854126093906,27.76204752804867,0.2744444995911
23,3.0,-950.848,-264.14,519.365,195.52498118820517,27.757080259312154,0.2748556890056438
24,3.0,-951.197,-265.351,519.91,195.58726015141679,27.766036482301843,0.2750774489057303
25,3.0,-951.487,-266.151,520.171,195.62742787027295,27.766065188357285,0.2752253070808801
26,4.0,-559.355,-140.131,312.432,194.06441479247573,28.449446734619304,0.15711991147942972
27,4.0,-558.496,-132.967,310.429,193.39169794990178,28.400841709109628,0.15632837599926913
28,4.0,-556.846,-129.563,308.627,193.09813339902735,28.36113667534762,0.1555935079773494
29,4.0,-556.24,-130.017,306.712,193.1562603617742,28.232666920156287,0.15526127895584171
30,4.0,-555.483,-131.985,305.156,193.36586059499814,28.123285684352137,0.1550161583600777
31,4.0,-554.196,-134.847,303.904,193.6754620827895,28.04972440397353,0.1547420540250638
32,4.0,-555.025,-137.879,303.475,193.95097945925687,27.952591323704183,0.15502745462641448
33,4.0,-557.63,-139.43,304.48,194.03841930292455,27.910936867619654,0.15578190294322897
34,4.0,-559.416,-139.826,305.313,194.033544349402,27.90040636827792,0.15628063602797992
35,4.0,-559.888,-140.052,305.094,194.04394838409473,27.862362389361575,0.15636786556469354
36,5.0,-559.355,-140.131,312.432,194.06441479247573,28.449446734619304,0.15711991147942972
