,id_fila,x_fila,y_fila,z_fila
1971,74.0,468.389,403.189,-13.1842
1972,74.0,470.416,402.55,-14.1682
1973,74.0,472.326,401.378,-15.2778
1974,74.0,474.171,399.776,-16.4759
1975,74.0,476.013,397.897,-17.642
1976,74.0,477.895,395.894,-18.609
1977,74.0,479.827,393.899,-19.2275
1978,74.0,481.762,392.043,-19.4124
1979,74.0,483.603,390.459,-19.1442
1980,74.0,485.223,389.251,-18.4382
1981,74.0,486.487,388.423,-17.3308
1982,74.0,487.293,387.857,-15.9091
1983,74.0,487.595,387.375,-14.3435
1984,74.0,487.435,386.869,-12.8593
1985,74.0,486.933,386.374,-11.6396
1986,74.0,486.261,386.046,-10.7327
1987,74.0,485.606,386.052,-10.0406
1988,74.0,485.127,386.447,-9.39266
1989,74.0,484.931,387.135,-8.6402
1990,74.0,485.049,387.915,-7.71528
1991,74.0,485.43,388.59,-6.64231
1992,74.0,485.973,389.064,-5.52248
1993,74.0,486.579,389.372,-4.50041
1994,74.0,487.19,389.636,-3.7128
1995,74.0,487.792,389.976,-3.23196
1996,74.0,488.393,390.442,-3.03276
1997,74.0,489.0,391.0,-3.0
1998,75.0,462.5,414.5,2.5
1999,75.0,462.88,414.888,0.249913
2000,75.0,463.193,415.113,-1.99307
2001,75.0,463.448,415.075,-4.2383
2002,75.0,463.741,414.764,-6.4866
2003,75.0,464.187,414.215,-8.67433
2004,75.0,464.844,413.453,-10.6454
2005,75.0,465.687,412.464,-12.2016
2006,75.0,466.638,411.21,-13.2169
2007,75.0,467.638,409.68,-13.7345
2008,75.0,468.691,407.925,-13.9703
2009,75.0,469.851,406.032,-14.2143
2010,75.0,471.171,404.074,-14.6976
2011,75.0,472.661,402.079,-15.5031
2012,75.0,474.297,400.047,-16.5538
2013,75.0,476.052,397.984,-17.6633
2014,75.0,477.905,395.916,-18.6134
2015,75.0,479.829,393.904,-19.2281
2016,75.0,481.762,392.043,-19.4124
2017,75.0,483.603,390.459,-19.1442
2018,75.0,485.223,389.251,-18.4382
2019,75.0,486.487,388.423,-17.3308
2020,75.0,487.293,387.857,-15.9091
2021,75.0,487.595,387.375,-14.3435
2022,75.0,487.435,386.869,-12.8593
2023,75.0,486.933,386.374,-11.6396
2024,75.0,486.261,386.046,-10.7327
2025,75.0,485.606,386.052,-10.0406
2026,75.0,485.127,386.447,-9.39266
2027,75.0,484.931,387.135,-8.6402
2028,75.0,485.049,387.915,-7.71528
2029,75.0,485.43,388.59,-6.64231
2030,75.0,485.973,389.064,-5.52248
2031,75.0,486.579,389.372,-4.50041
2032,75.0,487.19,389.636,-3.7128
2033,75.0,487.792,389.976,-3.23196
2034,75.0,488.393,390.442,-3.03276
2035,75.0,489.0,391.0,-3.0
2036,76.0,445.5,294.5,6.5
2037,76.0,444.242,292.88,7.99929
2038,76.0,442.905,291.206,9.51399
2039,76.0,441.449,289.435,11.0355
2040,76.0,439.902,287.552,12.5263
2041,76.0,438.364,285.609,13.9278
2042,76.0,436.976,283.716,15.1642
2043,76.0,435.861,281.992,16.1398
2044,76.0,435.065,280.499,16.7526
2045,76.0,434.542,279.211,16.9361
2046,76.0,434.183,278.054,16.703
2047,76.0,433.877,276.967,16.1501
2048,76.0,433.56,275.949,15.4075
2049,76.0,433.242,275.059,14.5705
2050,76.0,432.988,274.373,13.6619
2051,76.0,432.876,273.948,12.651
2052,76.0,432.953,273.8,11.5049
2053,76.0,433.216,273.9,10.2344
2054,76.0,433.635,274.198,8.90981
2055,76.0,434.18,274.639,7.64303
2056,76.0,434.83,275.193,6.54672
2057,76.0,435.549,275.862,5.68902
2058,76.0,436.258,276.685,5.06677
2059,76.0,436.839,277.724,4.61057
2060,76.0,437.205,279.03,4.214
2061,76.0,437.357,280.603,3.76662
2062,76.0,437.409,282.371,3.18113
2063,76.0,437.526,284.21,2.41855
2064,76.0,437.841,285.995,1.50823
2065,76.0,438.401,287.634,0.542701
2066,76.0,439.175,289.082,-0.364065
2067,76.0,440.092,290.321,-1.13238
2068,76.0,441.092,291.343,-1.74476
2069,76.0,442.135,292.148,-2.23031
2070,76.0,443.212,292.74,-2.63282
2071,76.0,444.329,293.125,-2.99913
2072,76.0,445.499,293.301,-3.38902
2073,76.0,446.724,293.255,-3.87699
2074,76.0,447.974,292.96,-4.52968
2075,76.0,449.175,292.391,-5.38031
2076,76.0,450.216,291.536,-6.42836
2077,76.0,450.971,290.419,-7.65848
2078,76.0,451.326,289.115,-9.044
2079,76.0,451.217,287.759,-10.5192
2080,76.0,450.654,286.514,-11.9494
2081,76.0,449.725,285.516,-13.1426
2082,76.0,448.578,284.819,-13.9104
2083,76.0,447.378,284.394,-14.1414
2084,76.0,446.272,284.164,-13.8412
2085,76.0,445.347,284.054,-13.1166
2086,76.0,444.613,284.011,-12.1206
2087,76.0,444.0,284.0,-11.0
2088,77.0,445.5,294.5,6.5
2089,77.0,445.714,294.534,3.63407
2090,77.0,446.036,294.46,1.06578
2091,77.0,446.553,294.222,-1.03525
2092,77.0,447.302,293.818,-2.67753
2093,77.0,448.25,293.255,-4.00084
2094,77.0,449.287,292.52,-5.18263
2095,77.0,450.254,291.582,-6.36723
2096,77.0,450.981,290.432,-7.64333
2097,77.0,451.328,289.118,-9.04112
2098,77.0,451.218,287.759,-10.5188
2099,77.0,450.654,286.514,-11.9494
2100,77.0,449.725,285.516,-13.1426
2101,77.0,448.578,284.819,-13.9104
2102,77.0,447.378,284.394,-14.1414
2103,77.0,446.272,284.164,-13.8412
2104,77.0,445.347,284.054,-13.1166
2105,77.0,444.613,284.011,-12.1206
2106,77.0,444.0,284.0,-11.0
2107,78.0,543.5,457.0,-22.5
2108,78.0,545.906,451.077,-22.0567
2109,78.0,547.766,445.613,-21.3719
2110,78.0,548.733,440.957,-20.2938
2111,78.0,548.764,437.252,-18.8015
2112,78.0,548.071,434.382,-16.9863
2113,78.0,547.0,432.0,-15.0
2114,79.0,543.5,457.0,-22.5
2115,79.0,546.113,457.723,-20.9296
2116,79.0,548.613,458.39,-19.4296
2117,79.0,551.0,459.0,-18.0
2118,80.0,564.5,491.5,18.5
2119,80.0,563.356,488.568,15.9674
2120,80.0,562.431,485.741,13.5529
2121,80.0,561.868,483.062,11.3604
2122,80.0,561.697,480.507,9.46207
2123,80.0,561.846,478.034,7.87811
2124,80.0,562.194,475.619,6.56264
2125,80.0,562.632,473.238,5.4078
2126,80.0,563.092,470.844,4.27236
2127,80.0,563.544,468.366,3.02903
2128,80.0,563.983,465.771,1.61061
2129,80.0,564.425,463.118,0.0301909
2130,80.0,564.922,460.548,-1.63483
2131,80.0,565.54,458.221,-3.27654
2132,80.0,566.319,456.229,-4.77877
2133,80.0,567.221,454.563,-6.02545
2134,80.0,568.151,453.134,-6.92061
2135,80.0,569.005,451.828,-7.42882
2136,80.0,569.722,450.554,-7.59998
2137,80.0,570.286,449.264,-7.53929
2138,80.0,570.706,447.942,-7.33991
2139,80.0,571.01,446.585,-7.04057
2140,80.0,571.247,445.198,-6.64184
2141,80.0,571.472,443.795,-6.14894
2142,80.0,571.723,442.393,-5.58968
2143,80.0,572.0,441.0,-5.0
2144,81.0,564.5,491.5,18.5
2145,81.0,565.312,494.241,22.8341
2146,81.0,565.971,496.669,26.7507
2147,81.0,566.414,498.604,29.9836
2148,81.0,566.678,500.043,32.4855
2149,81.0,566.852,501.114,34.4022
2150,81.0,567.0,502.0,36.0
2151,82.0,550.5,461.5,-16.5
2152,82.0,551.288,465.919,-16.9198
2153,82.0,552.282,470.08,-17.5427
2154,82.0,553.595,473.8,-18.4672
2155,82.0,555.209,477.052,-19.6593
2156,82.0,557.0,480.0,-21.0
2157,83.0,550.5,461.5,-16.5
2158,83.0,550.75,460.249,-17.2507
2159,83.0,551.0,459.0,-18.0
2160,84.0,563.0,507.5,10.0
2161,84.0,562.857,508.396,17.7165
2162,84.0,562.831,508.957,24.4339
2163,84.0,563.017,508.959,29.5361
2164,84.0,563.466,508.337,32.9229
2165,84.0,564.165,507.174,34.8676
2166,84.0,565.042,505.629,35.7782
2167,84.0,566.008,503.862,36.0436
2168,84.0,567.0,502.0,36.0
2169,85.0,563.0,507.5,10.0
2170,85.0,564.145,504.305,6.57526
2171,85.0,565.142,501.158,3.67742
2172,85.0,565.817,498.144,1.59212
2173,85.0,566.009,495.375,0.311913
2174,85.0,565.643,492.939,-0.321468
2175,85.0,564.795,490.855,-0.438878
2176,85.0,563.672,489.055,-0.0772982
2177,85.0,562.536,487.413,0.75546
2178,85.0,561.615,485.79,1.97162
2179,85.0,561.053,484.066,3.35218
2180,85.0,560.892,482.168,4.5985
2181,85.0,561.08,480.081,5.45018
2182,85.0,561.501,477.851,5.78229
2183,85.0,562.026,475.546,5.6153
2184,85.0,562.563,473.212,5.04445
2185,85.0,563.068,470.835,4.15686
2186,85.0,563.538,468.363,2.9995
2187,85.0,563.982,465.771,1.60478
2188,85.0,564.425,463.118,0.0293617
2189,85.0,564.922,460.548,-1.63491
2190,85.0,565.54,458.221,-3.27654
2191,85.0,566.319,456.229,-4.77877
2192,85.0,567.221,454.563,-6.02545
2193,85.0,568.151,453.134,-6.92061
2194,85.0,569.005,451.828,-7.42882
2195,85.0,569.722,450.554,-7.59998
2196,85.0,570.286,449.264,-7.53929
2197,85.0,570.706,447.942,-7.33991
2198,85.0,571.01,446.585,-7.04057
2199,85.0,571.247,445.198,-6.64184
2200,85.0,571.472,443.795,-6.14894
2201,85.0,571.723,442.393,-5.58968
2202,85.0,572.0,441.0,-5.0
2203,86.0,598.5,414.5,-17.5
2204,86.0,598.009,413.715,-17.0168
2205,86.0,597.104,413.145,-16.3033
2206,86.0,595.603,412.945,-15.292
2207,86.0,593.631,413.162,-14.1137
2208,86.0,591.493,413.73,-12.9948
2209,86.0,589.482,414.512,-12.1163
2210,86.0,587.751,415.363,-11.5366
2211,86.0,586.295,416.197,-11.2023
2212,86.0,585.0,417.0,-11.0
2213,87.0,598.5,414.5,-17.5
2214,87.0,600.0,417.474,-16.5822
2215,87.0,601.5,420.307,-15.7489
2216,87.0,603.0,423.0,-15.0
2217,88.0,590.5,453.0,-21.5
2218,88.0,594.01,450.772,-21.4246
2219,88.0,597.093,448.777,-21.3292
2220,88.0,599.53,447.157,-21.2136
2221,88.0,601.378,445.943,-21.0983
2222,88.0,602.866,445.093,-21.0098
2223,88.0,604.23,444.54,-20.966
2224,88.0,605.6,444.209,-20.9682
2225,88.0,607.0,444.0,-21.0
2226,89.0,590.5,453.0,-21.5
2227,89.0,588.765,453.964,-19.6827
2228,89.0,586.964,454.782,-18.103
2229,89.0,585.058,455.371,-16.8879
2230,89.0,583.044,455.721,-16.0107
2231,89.0,580.96,455.861,-15.3321
2232,89.0,578.878,455.813,-14.6843
2233,89.0,576.897,455.576,-13.9454
2234,89.0,575.121,455.15,-13.0725
2235,89.0,573.628,454.547,-12.0937
2236,89.0,572.454,453.782,-11.0757
2237,89.0,571.602,452.864,-10.0928
2238,89.0,571.065,451.797,-9.21185
2239,89.0,570.815,450.602,-8.48178
2240,89.0,570.791,449.315,-7.91637
2241,89.0,570.905,447.973,-7.47672
2242,89.0,571.075,446.599,-7.08175
2243,89.0,571.264,445.203,-6.65182
2244,89.0,571.476,443.796,-6.15082
2245,89.0,571.723,442.393,-5.58993
2246,89.0,572.0,441.0,-5.0
2247,90.0,608.5,431.0,-1.0
2248,90.0,606.179,431.175,-1.83661
2249,90.0,604.109,431.467,-2.92871
2250,90.0,602.442,431.998,-4.41072
2251,90.0,601.193,432.873,-6.2552
2252,90.0,600.289,434.141,-8.32355
2253,90.0,599.64,435.771,-10.4514
2254,90.0,599.194,437.639,-12.5069
2255,90.0,598.957,439.551,-14.4049
2256,90.0,598.964,441.288,-16.0944
2257,90.0,599.244,442.669,-17.5433
2258,90.0,599.794,443.609,-18.7265
2259,90.0,600.587,444.125,-19.6257
2260,90.0,601.594,444.309,-20.2427
2261,90.0,602.784,444.29,-20.6151
2262,90.0,604.116,444.187,-20.8154
2263,90.0,605.538,444.083,-20.9242
2264,90.0,607.0,444.0,-21.0
2265,91.0,608.5,431.0,-1.0
2266,91.0,611.088,431.427,-0.776918
2267,91.0,613.267,431.566,-0.536695
2268,91.0,614.788,431.202,-0.268558
2269,91.0,615.628,430.232,0.0339799
2270,91.0,615.938,428.679,0.376336
2271,91.0,615.929,426.664,0.754379
2272,91.0,615.773,424.346,1.13732
2273,91.0,615.565,421.866,1.46172
2274,91.0,615.336,419.323,1.65162
2275,91.0,615.077,416.785,1.65742
2276,91.0,614.75,414.317,1.48873
2277,91.0,614.306,411.984,1.21853
2278,91.0,613.701,409.818,0.953601
2279,91.0,612.945,407.813,0.787533
2280,91.0,612.129,405.95,0.763662
2281,91.0,611.436,404.23,0.871077
2282,91.0,611.114,402.685,1.07558
2283,91.0,611.401,401.35,1.36147
2284,91.0,612.419,400.232,1.74909
2285,91.0,614.118,399.319,2.27023
2286,91.0,616.275,398.602,2.91977
2287,91.0,618.578,398.073,3.62649
2288,91.0,620.709,397.703,4.27494
2289,91.0,622.42,397.395,4.76957
2290,91.0,623.566,397.001,5.09484
2291,91.0,624.132,396.37,5.32106
2292,91.0,624.226,395.434,5.54153
2293,91.0,624.039,394.23,5.77987
2294,91.0,623.778,392.866,5.93866
2295,91.0,623.598,391.431,5.83666
2296,91.0,623.576,389.96,5.31223
2297,91.0,623.7,388.467,4.31492
2298,91.0,623.899,387.019,2.91872
2299,91.0,624.072,385.748,1.25765
2300,91.0,624.14,384.774,-0.557271
2301,91.0,624.063,384.125,-2.47897
2302,91.0,623.852,383.734,-4.50659
2303,91.0,623.554,383.506,-6.63739
2304,91.0,623.221,383.399,-8.82913
2305,91.0,622.895,383.431,-10.9958
2306,91.0,622.604,383.631,-13.0351
2307,91.0,622.361,383.993,-14.8728
2308,91.0,622.166,384.469,-16.5025
2309,91.0,622.0,385.0,-18.0
2310,92.0,641.0,405.0,33.0
2311,92.0,644.467,402.377,30.9965
2312,92.0,647.321,400.292,28.5419
2313,92.0,649.222,399.076,25.4344
2314,92.0,650.167,398.761,21.8181
2315,92.0,650.35,399.144,18.0925
2316,92.0,649.975,399.93,14.7151
2317,92.0,649.167,400.876,12.019
2318,92.0,647.978,401.856,10.128
2319,92.0,646.437,402.842,8.98053
2320,92.0,644.572,403.811,8.40987
2321,92.0,642.431,404.679,8.21516
2322,92.0,640.092,405.305,8.20086
2323,92.0,637.668,405.576,8.20577
2324,92.0,635.301,405.47,8.13355
2325,92.0,633.144,405.047,7.96401
2326,92.0,631.315,404.38,7.72697
2327,92.0,629.854,403.507,7.45674
2328,92.0,628.713,402.446,7.16294
2329,92.0,627.794,401.237,6.83597
2330,92.0,626.995,399.942,6.47829
2331,92.0,626.249,398.611,6.13515
2332,92.0,625.532,397.251,5.89135
2333,92.0,624.863,395.844,5.81782
2334,92.0,624.286,394.391,5.89535
2335,92.0,623.857,392.917,5.97909
2336,92.0,623.619,391.445,5.8481
2337,92.0,623.58,389.963,5.31473
2338,92.0,623.701,388.467,4.31532
2339,92.0,623.899,387.02,2.91876
2340,92.0,624.072,385.748,1.25765
2341,92.0,624.14,384.774,-0.557271
2342,92.0,624.063,384.125,-2.47897
2343,92.0,623.852,383.734,-4.50659
2344,92.0,623.554,383.506,-6.63739
2345,92.0,623.221,383.399,-8.82913
2346,92.0,622.895,383.431,-10.9958
2347,92.0,622.604,383.631,-13.0351
2348,92.0,622.361,383.993,-14.8728
2349,92.0,622.166,384.469,-16.5025
2350,92.0,622.0,385.0,-18.0
2351,93.0,641.0,405.0,33.0
2352,93.0,637.708,408.738,32.1174
2353,93.0,634.812,412.223,31.5349
2354,93.0,632.566,415.282,31.3455
2355,93.0,631.028,417.856,31.3711
2356,93.0,630.124,419.979,31.2864
2357,93.0,629.707,421.732,30.8409
2358,93.0,629.602,423.21,30.0152
2359,93.0,629.621,424.49,29.0064
2360,93.0,629.583,425.608,28.0809
2361,93.0,629.348,426.544,27.42
2362,93.0,628.849,427.232,27.0591
2363,93.0,628.093,427.603,26.9261
2364,93.0,627.146,427.639,26.9173
2365,93.0,626.094,427.397,26.9542
2366,93.0,625.0,427.0,27.0
2367,94.0,623.5,432.0,0.0
2368,94.0,621.791,431.991,0.0139251
2369,94.0,620.21,431.781,0.0456076
2370,94.0,618.848,431.201,0.118141
2371,94.0,617.751,430.145,0.258805
2372,94.0,616.922,428.589,0.487876
2373,94.0,616.329,426.604,0.800516
2374,94.0,615.913,424.316,1.15285
2375,94.0,615.606,421.855,1.46585
2376,94.0,615.346,419.32,1.65246
2377,94.0,615.079,416.784,1.65754
2378,94.0,614.751,414.317,1.48874
2379,94.0,614.306,411.984,1.21853
2380,94.0,613.701,409.818,0.953601
2381,94.0,612.945,407.813,0.787533
2382,94.0,612.129,405.95,0.763662
2383,94.0,611.436,404.23,0.871077
2384,94.0,611.114,402.685,1.07558
2385,94.0,611.401,401.35,1.36147
2386,94.0,612.419,400.232,1.74909
2387,94.0,614.118,399.319,2.27023
2388,94.0,616.275,398.602,2.91977
2389,94.0,618.578,398.073,3.62649
2390,94.0,620.709,397.703,4.27494
2391,94.0,622.42,397.395,4.76957
2392,94.0,623.566,397.001,5.09484
2393,94.0,624.132,396.37,5.32106
2394,94.0,624.226,395.434,5.54153
2395,94.0,624.039,394.23,5.77987
2396,94.0,623.778,392.866,5.93866
2397,94.0,623.598,391.431,5.83666
2398,94.0,623.576,389.96,5.31223
2399,94.0,623.7,388.467,4.31492
2400,94.0,623.899,387.019,2.91872
2401,94.0,624.072,385.748,1.25765
2402,94.0,624.14,384.774,-0.557271
2403,94.0,624.063,384.125,-2.47897
2404,94.0,623.852,383.734,-4.50659
2405,94.0,623.554,383.506,-6.63739
2406,94.0,623.221,383.399,-8.82913
2407,94.0,622.895,383.431,-10.9958
2408,94.0,622.604,383.631,-13.0351
2409,94.0,622.361,383.993,-14.8728
2410,94.0,622.166,384.469,-16.5025
2411,94.0,622.0,385.0,-18.0
2412,95.0,623.5,432.0,0.0
2413,95.0,626.183,430.114,2.06232
2414,95.0,628.547,428.135,3.89924
2415,95.0,630.36,426.019,5.381
2416,95.0,631.506,423.794,6.50651
2417,95.0,631.971,421.538,7.36297
2418,95.0,631.817,419.333,8.05294
2419,95.0,631.177,417.218,8.63823
2420,95.0,630.24,415.179,9.12147
2421,95.0,629.219,413.176,9.45952
2422,95.0,628.307,411.17,9.59461
2423,95.0,627.628,409.151,9.48954
2424,95.0,627.219,407.137,9.152
2425,95.0,627.021,405.175,8.63569
2426,95.0,626.911,403.32,8.01862
2427,95.0,626.755,401.614,7.37619
2428,95.0,626.462,400.065,6.77228
2429,95.0,626.01,398.634,6.27149
2430,95.0,625.441,397.248,5.94443
2431,95.0,624.834,395.84,5.83482
2432,95.0,624.278,394.389,5.8997
2433,95.0,623.855,392.917,5.97995
2434,95.0,623.619,391.445,5.84822
2435,95.0,623.58,389.963,5.31474
2436,95.0,623.701,388.467,4.31532
2437,95.0,623.899,387.02,2.91876
2438,95.0,624.072,385.748,1.25765
2439,95.0,624.14,384.774,-0.557271
2440,95.0,624.063,384.125,-2.47897
2441,95.0,623.852,383.734,-4.50659
2442,95.0,623.554,383.506,-6.63739
2443,95.0,623.221,383.399,-8.82913
2444,95.0,622.895,383.431,-10.9958
2445,95.0,622.604,383.631,-13.0351
2446,95.0,622.361,383.993,-14.8728
2447,95.0,622.166,384.469,-16.5025
2448,95.0,622.0,385.0,-18.0
2449,96.0,525.0,440.0,31.0
2450,96.0,523.499,436.998,31.0005
2451,96.0,522.0,434.0,31.0
2452,97.0,525.0,440.0,31.0
2453,97.0,525.501,444.502,29.4995
2454,97.0,526.0,449.0,28.0
2455,98.0,509.0,401.5,30.0
2456,98.0,506.705,400.77,30.1837
2457,98.0,504.854,399.939,30.3142
2458,98.0,503.746,398.924,30.2886
2459,98.0,503.462,397.678,29.9652
2460,98.0,503.883,396.215,29.2369
2461,98.0,504.781,394.599,28.1088
2462,98.0,505.923,392.916,26.7194
2463,98.0,507.111,391.238,25.2941
2464,98.0,508.17,389.593,24.0621
2465,98.0,508.917,387.97,23.1798
2466,98.0,509.174,386.334,22.683
2467,98.0,508.827,384.664,22.4876
2468,98.0,507.882,382.996,22.4396
2469,98.0,506.464,381.436,22.3887
2470,98.0,504.768,380.114,22.2307
2471,98.0,503.014,379.092,21.8993
2472,98.0,501.425,378.301,21.342
2473,98.0,500.192,377.578,20.5306
2474,98.0,499.402,376.788,19.4987
2475,98.0,498.984,375.944,18.3504
2476,98.0,498.741,375.219,17.2139
2477,98.0,498.465,374.847,16.1822
2478,98.0,498.064,374.995,15.2942
2479,98.0,497.584,375.684,14.5578
2480,98.0,497.161,376.796,13.9749
2481,98.0,496.917,378.145,13.5419
2482,98.0,496.888,379.571,13.2345
2483,98.0,497.0,381.0,13.0
2484,99.0,509.0,401.5,30.0
2485,99.0,512.373,401.889,30.1908
2486,99.0,515.621,401.863,30.2486
2487,99.0,518.605,401.182,30.137
2488,99.0,521.18,399.854,29.9436
2489,99.0,523.236,398.073,29.8141
2490,99.0,524.781,396.07,29.8425
2491,99.0,526.0,394.0,30.0
2492,100.0,512.0,400.5,-10.5
2493,100.0,514.628,402.175,-10.2134
2494,100.0,517.321,403.708,-9.92807
2495,100.0,520.114,404.928,-9.74458
2496,100.0,522.99,405.659,-9.87343
2497,100.0,525.865,405.792,-10.5369
2498,100.0,528.574,405.364,-11.8294
2499,100.0,530.912,404.561,-13.6455
2500,100.0,532.729,403.636,-15.7417
2501,100.0,534.027,402.772,-17.89
2502,100.0,535.0,402.0,-20.0
2503,101.0,512.0,400.5,-10.5
2504,101.0,509.128,398.696,-9.02736
2505,101.0,506.315,397.018,-7.75356
2506,101.0,503.686,395.569,-6.79837
2507,101.0,501.404,394.419,-6.16255
2508,101.0,499.56,393.593,-5.74121
2509,101.0,498.111,393.077,-5.38062
2510,101.0,496.902,392.82,-4.95509
2511,101.0,495.768,392.732,-4.42839
2512,101.0,494.607,392.7,-3.86346
2513,101.0,493.409,392.612,-3.37294
2514,101.0,492.217,392.397,-3.04673
2515,101.0,491.078,392.033,-2.90754
2516,101.0,490.014,391.549,-2.91547
2517,101.0,489.0,391.0,-3.0
2518,102.0,610.0,384.0,11.5
2519,102.0,607.245,384.17,14.6426
2520,102.0,604.833,384.446,17.4382
2521,102.0,603.06,384.796,19.6629
2522,102.0,602.142,385.002,21.2822
2523,102.0,602.175,384.743,22.4286
2524,102.0,603.124,383.784,23.2964
2525,102.0,604.843,382.143,24.0098
2526,102.0,607.124,380.124,24.5381
2527,102.0,609.743,378.172,24.7102
2528,102.0,612.491,376.679,24.3196
2529,102.0,615.156,375.85,23.252
2530,102.0,617.521,375.672,21.5506
2531,102.0,619.385,375.982,19.3783
2532,102.0,620.638,376.555,16.9175
2533,102.0,621.328,377.19,14.2986
2534,102.0,621.651,377.759,11.614
2535,102.0,621.857,378.23,8.98096
2536,102.0,622.14,378.659,6.5637
2537,102.0,622.566,379.151,4.5092
2538,102.0,623.079,379.787,2.85261
2539,102.0,623.567,380.573,1.48352
2540,102.0,623.921,381.426,0.203355
2541,102.0,624.082,382.212,-1.17844
2542,102.0,624.045,382.806,-2.77824
2543,102.0,623.848,383.154,-4.62454
2544,102.0,623.553,383.292,-6.67501
2545,102.0,623.22,383.334,-8.83863
2546,102.0,622.895,383.415,-10.9976
2547,102.0,622.604,383.628,-13.0353
2548,102.0,622.361,383.992,-14.8728
2549,102.0,622.166,384.469,-16.5025
2550,102.0,622.0,385.0,-18.0
2551,103.0,610.0,384.0,11.5
2552,103.0,611.223,381.944,9.82932
2553,103.0,612.518,380.191,8.36178
2554,103.0,613.971,378.95,7.16571
2555,103.0,615.639,378.285,6.15866
2556,103.0,617.483,378.134,5.20794
2557,103.0,619.343,378.376,4.23835
2558,103.0,621.016,378.904,3.25183
2559,103.0,622.346,379.638,2.26618
2560,103.0,623.276,380.505,1.25216
2561,103.0,623.827,381.402,0.127918
2562,103.0,624.057,382.205,-1.19817
2563,103.0,624.04,382.805,-2.7822
2564,103.0,623.847,383.154,-4.62512
2565,103.0,623.553,383.292,-6.67506
2566,103.0,623.22,383.334,-8.83863
2567,103.0,622.895,383.415,-10.9976
2568,103.0,622.604,383.628,-13.0353
2569,103.0,622.361,383.992,-14.8728
2570,103.0,622.166,384.469,-16.5025
2571,103.0,622.0,385.0,-18.0
2572,104.0,448.0,402.5,19.5
2573,104.0,448.868,403.593,21.3284
2574,104.0,449.82,404.718,23.2239
2575,104.0,450.969,405.973,25.1458
2576,104.0,452.468,407.504,26.9417
2577,104.0,454.475,409.407,28.4352
2578,104.0,457.083,411.597,29.5117
2579,104.0,460.265,413.758,30.1391
2580,104.0,463.895,415.438,30.3451
2581,104.0,467.795,416.252,30.1957
2582,104.0,471.785,416.058,29.7914
2583,104.0,475.676,415.013,29.27
2584,104.0,479.283,413.487,28.8021
2585,104.0,482.467,411.918,28.561
2586,104.0,485.192,410.633,28.6623
2587,104.0,487.539,409.714,29.0996
2588,104.0,489.667,408.962,29.7354
2589,104.0,491.724,408.032,30.3709
2590,104.0,493.787,406.661,30.8483
2591,104.0,495.845,404.822,31.1009
2592,104.0,497.834,402.701,31.1189
2593,104.0,499.691,400.538,30.8826
2594,104.0,501.397,398.476,30.337
2595,104.0,502.97,396.544,29.4332
2596,104.0,504.437,394.71,28.1951
2597,104.0,505.815,392.946,26.7505
2598,104.0,507.083,391.244,25.3029
2599,104.0,508.165,389.594,24.064
2600,104.0,508.917,387.97,23.1801
2601,104.0,509.174,386.334,22.6831
2602,104.0,508.827,384.664,22.4876
2603,104.0,507.882,382.996,22.4396
2604,104.0,506.464,381.436,22.3887
2605,104.0,504.768,380.114,22.2307
2606,104.0,503.014,379.092,21.8993
2607,104.0,501.425,378.301,21.342
2608,104.0,500.192,377.578,20.5306
2609,104.0,499.402,376.788,19.4987
2610,104.0,498.984,375.944,18.3504
2611,104.0,498.741,375.219,17.2139
2612,104.0,498.465,374.847,16.1822
2613,104.0,498.064,374.995,15.2942
2614,104.0,497.584,375.684,14.5578
2615,104.0,497.161,376.796,13.9749
2616,104.0,496.917,378.145,13.5419
2617,104.0,496.888,379.571,13.2345
2618,104.0,497.0,381.0,13.0
2619,105.0,448.0,402.5,19.5
2620,105.0,448.957,401.702,15.9437
2621,105.0,449.801,400.895,12.734
2622,105.0,450.458,400.027,10.1342
2623,105.0,450.907,399.014,8.24636
2624,105.0,451.167,397.813,6.97973
2625,105.0,451.27,396.452,6.10567
2626,105.0,451.254,394.999,5.37878
2627,105.0,451.143,393.521,4.64019
2628,105.0,450.929,392.075,3.83332
2629,105.0,450.565,390.738,2.94407
2630,105.0,450.004,389.605,1.94017
2631,105.0,449.256,388.774,0.764817
2632,105.0,448.422,388.311,-0.625102
2633,105.0,447.656,388.238,-2.21535
2634,105.0,447.1,388.536,-3.90566
2635,105.0,446.843,389.16,-5.50263
2636,105.0,446.918,390.045,-6.75488
2637,105.0,447.32,391.113,-7.44682
2638,105.0,448.006,392.285,-7.51868
2639,105.0,448.911,393.503,-7.13315
2640,105.0,449.987,394.741,-6.62667
2641,105.0,451.238,396.013,-6.36123
2642,105.0,452.72,397.333,-6.56343
2643,105.0,454.495,398.678,-7.24618
2644,105.0,456.58,399.981,-8.25031
2645,105.0,458.918,401.166,-9.36308
2646,105.0,461.389,402.163,-10.4286
2647,105.0,463.853,402.901,-11.3924
2648,105.0,466.203,403.281,-12.2855
2649,105.0,468.389,403.189,-13.1842
2650,105.0,470.416,402.55,-14.1682
2651,105.0,472.326,401.378,-15.2778
2652,105.0,474.171,399.776,-16.4759
2653,105.0,476.013,397.897,-17.642
2654,105.0,477.895,395.894,-18.609
2655,105.0,479.827,393.899,-19.2275
2656,105.0,481.762,392.043,-19.4124
