,id_fila,x_fila,y_fila,z_fila
518,24.0,399.973,278.619,6.70442
519,24.0,400.881,279.085,6.9063
520,24.0,401.888,279.44,7.22256
521,24.0,402.939,279.733,7.59913
522,24.0,404.0,280.0,8.0
523,25.0,399.0,258.0,19.0
524,25.0,400.495,257.444,18.5987
525,25.0,401.927,256.842,18.1367
526,25.0,403.28,256.203,17.5834
527,25.0,404.574,255.597,16.9731
528,25.0,405.797,255.119,16.4232
529,25.0,406.876,254.853,16.1046
530,25.0,407.709,254.856,16.1719
531,25.0,408.224,255.172,16.694
532,25.0,408.413,255.829,17.6189
533,25.0,408.327,256.833,18.7816
534,25.0,408.055,258.157,19.9454
535,25.0,407.72,259.731,20.8656
536,25.0,407.458,261.448,21.3551
537,25.0,407.382,263.173,21.3284
538,25.0,407.522,264.784,20.8108
539,25.0,407.803,266.216,19.9143
540,25.0,408.081,267.491,18.798
541,25.0,408.201,268.7,17.6232
542,25.0,408.064,269.951,16.5208
543,25.0,407.641,271.31,15.5737
544,25.0,406.971,272.771,14.8045
545,25.0,406.148,274.26,14.1595
546,25.0,405.305,275.669,13.5125
547,25.0,404.584,276.899,12.7205
548,25.0,404.095,277.907,11.7117
549,25.0,403.875,278.715,10.5271
550,25.0,403.877,279.389,9.2673
551,25.0,404.0,280.0,8.0
552,26.0,395.0,288.0,4.5
553,26.0,395.55,285.944,4.0979
554,26.0,396.211,284.115,3.92906
555,26.0,397.034,282.639,4.11417
556,26.0,397.992,281.523,4.61853
557,26.0,399.01,280.715,5.29831
558,26.0,400.029,280.174,5.99484
559,26.0,401.027,279.875,6.61088
560,26.0,402.014,279.787,7.12878
561,26.0,403.005,279.854,7.57908
562,26.0,404.0,280.0,8.0
563,27.0,395.0,288.0,4.5
564,27.0,394.284,289.081,7.70935
565,27.0,393.696,289.735,10.7613
566,27.0,393.392,289.714,13.448
567,27.0,393.539,289.0,15.5135
568,27.0,394.256,287.741,16.7193
569,27.0,395.539,286.14,16.9393
570,27.0,397.228,284.412,16.2264
571,27.0,399.058,282.779,14.8119
572,27.0,400.752,281.455,13.0332
573,27.0,402.131,280.58,11.2123
574,27.0,403.171,280.152,9.53571
575,27.0,404.0,280.0,8.0
576,28.0,423.5,281.5,3.0
577,28.0,425.15,282.22,0.746641
578,28.0,426.696,282.98,-0.93455
579,28.0,428.109,283.726,-1.74017
580,28.0,429.455,284.298,-1.71757
581,28.0,430.82,284.521,-1.13635
582,28.0,432.232,284.343,-0.291444
583,28.0,433.619,283.915,0.603473
584,28.0,434.847,283.541,1.39893
585,28.0,435.814,283.526,1.95569
586,28.0,436.524,284.032,2.1447
587,28.0,437.09,285.025,1.90497
588,28.0,437.66,286.333,1.29337
589,28.0,438.339,287.75,0.468755
590,28.0,439.158,289.114,-0.38437
591,28.0,440.089,290.327,-1.13664
592,28.0,441.091,291.344,-1.74541
593,28.0,442.135,292.148,-2.23037
594,28.0,443.212,292.74,-2.63283
595,28.0,444.329,293.125,-2.99913
596,28.0,445.499,293.301,-3.38902
597,28.0,446.724,293.255,-3.87699
598,28.0,447.974,292.96,-4.52968
599,28.0,449.175,292.391,-5.38031
600,28.0,450.216,291.536,-6.42836
601,28.0,450.971,290.419,-7.65848
602,28.0,451.326,289.115,-9.044
603,28.0,451.217,287.759,-10.5192
604,28.0,450.654,286.514,-11.9494
605,28.0,449.725,285.516,-13.1426
606,28.0,448.578,284.819,-13.9104
607,28.0,447.378,284.394,-14.1414
608,28.0,446.272,284.164,-13.8412
609,28.0,445.347,284.054,-13.1166
610,28.0,444.613,284.011,-12.1206
611,28.0,444.0,284.0,-11.0
612,29.0,423.5,281.5,3.0
613,29.0,420.059,281.166,4.37078
614,29.0,416.678,280.879,5.55106
615,29.0,413.456,280.655,6.44123
616,29.0,410.527,280.477,7.05348
617,29.0,407.999,280.317,7.46459
618,29.0,405.873,280.159,7.75824
619,29.0,404.0,280.0,8.0
620,30.0,328.5,216.0,-1.0
621,30.0,330.067,216.882,-1.28713
622,30.0,331.539,217.711,-1.59352
623,30.0,332.853,218.451,-1.91085
624,30.0,333.995,219.094,-2.20349
625,30.0,334.963,219.657,-2.43985
626,30.0,335.741,220.176,-2.63035
627,30.0,336.277,220.693,-2.84034
628,30.0,336.509,221.223,-3.16351
629,30.0,336.417,221.73,-3.67198
630,30.0,336.07,222.107,-4.37704
631,30.0,335.637,222.203,-5.22574
632,30.0,335.334,221.89,-6.13079
633,30.0,335.335,221.136,-7.00877
634,30.0,335.698,220.033,-7.79727
635,30.0,336.357,218.763,-8.43492
636,30.0,337.174,217.512,-8.81937
637,30.0,338.009,216.389,-8.79179
638,30.0,338.75,215.397,-8.19322
639,30.0,339.3,214.475,-6.97557
640,30.0,339.551,213.561,-5.27899
641,30.0,339.394,212.647,-3.39445
642,30.0,338.779,211.788,-1.62584
643,30.0,337.753,211.054,-0.153244
644,30.0,336.444,210.474,1.0147
645,30.0,335.0,210.0,2.0
646,31.0,328.5,216.0,-1.0
647,31.0,329.685,216.564,-1.44239
648,31.0,330.859,217.164,-1.81985
649,31.0,332.002,217.805,-2.10433
650,31.0,333.09,218.455,-2.30725
651,31.0,334.099,219.074,-2.45442
652,31.0,335.003,219.641,-2.56944
653,31.0,335.753,220.169,-2.6846
654,31.0,336.28,220.69,-2.85849
655,31.0,336.51,221.223,-3.16825
656,31.0,336.417,221.73,-3.67291
657,31.0,336.07,222.107,-4.37717
658,31.0,335.637,222.203,-5.22576
659,31.0,335.334,221.89,-6.13079
660,31.0,335.335,221.136,-7.00877
661,31.0,335.698,220.033,-7.79727
662,31.0,336.357,218.763,-8.43492
663,31.0,337.174,217.512,-8.81937
664,31.0,338.009,216.389,-8.79179
665,31.0,338.75,215.397,-8.19322
666,31.0,339.3,214.475,-6.97557
667,31.0,339.551,213.561,-5.27899
668,31.0,339.394,212.647,-3.39445
669,31.0,338.779,211.788,-1.62584
670,31.0,337.753,211.054,-0.153244
671,31.0,336.444,210.474,1.0147
672,31.0,335.0,210.0,2.0
673,32.0,215.5,181.0,-8.5
674,32.0,216.006,174.422,-7.25036
675,32.0,216.444,169.298,-5.92235
676,32.0,216.817,166.386,-4.49322
677,32.0,217.194,165.538,-2.99374
678,32.0,217.611,166.022,-1.45628
679,32.0,217.967,167.007,0.125577
680,32.0,218.001,167.846,1.78212
681,32.0,217.404,168.112,3.51463
682,32.0,215.998,167.527,5.25494
683,32.0,213.868,165.967,6.86679
684,32.0,211.352,163.525,8.18218
685,32.0,208.888,160.52,9.05291
686,32.0,206.834,157.374,9.40242
687,32.0,205.363,154.41,9.26277
688,32.0,204.479,151.72,8.77626
689,32.0,204.091,149.188,8.14984
690,32.0,204.093,146.643,7.578
691,32.0,204.425,144.005,7.17574
692,32.0,205.087,141.341,6.96016
693,32.0,206.11,138.816,6.88448
694,32.0,207.493,136.582,6.89004
695,32.0,209.166,134.681,6.93631
696,32.0,211.0,133.0,7.0
697,33.0,215.5,181.0,-8.5
698,33.0,215.25,189.508,-8.25024
699,33.0,215.0,198.0,-8.0
700,34.0,112.5,104.0,-3.5
701,34.0,95.5644,83.157,-2.217
702,34.0,81.5402,65.9996,-1.05103
703,34.0,72.0401,54.5931,-0.0911374
704,34.0,67.0081,48.8736,0.61403
705,34.0,65.3214,47.3647,1.05408
706,34.0,65.6668,48.3201,1.25342
707,34.0,67.0612,50.4731,1.27265
708,34.0,68.9398,53.1774,1.20224
709,34.0,71.0544,56.2043,1.13261
710,34.0,73.3686,59.5107,1.10607
711,34.0,75.9609,63.0981,1.08499
712,34.0,78.8989,66.9348,0.972143
713,34.0,82.1092,70.8985,0.684163
714,34.0,85.3273,74.7527,0.22873
